"","...1","species","canonicalName","countries_present","link.to.obs","tpl_input","TPL_Plant_Name_Index","standardized_name","hybrid","family_tpl","name_status","list_id","region_id","status"
"1",1,"Abelmoschus ficulneus (L.) Wight","Abelmoschus ficulneus","Sri Lanka_Australia_Timor-Leste_Madagascar_India_NA_Ethiopia_Sudan_Indonesia_Papua New Guinea_China_unknown or invalid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2,"Abelmoschus manihot (L.) Medik.","Abelmoschus manihot","India_United States of America_Chinese Taipei_Bhutan_Australia_Korea, Republic of_Belgium_China_Austria_Japan_Mexico_New Zealand_Namibia_Réunion_El Salvador_Thailand_Brazil_French Polynesia_Guinea_Norway_Timor-Leste_unknown or invalid_Lao People’s Democratic Republic_Tonga_Christmas Island_Cook Islands_Cameroon_Papua New Guinea_Samoa_Malaysia_Oman_Vanuatu_Indonesia_Peru_Bolivia (Plurinational State of)_Solomon Islands_Ecuador_NA_Nepal_Philippines_Sudan_Togo_Benin_Côte d’Ivoire_Panama_New Caledonia_Colombia_Portugal_Fiji_Nigeria_Niue_Sierra Leone_Palau_Myanmar_France_Spain_Germany_Burkina Faso_Ghana_Liberia_Malta_Korea (Democratic People’s Republic of)_Costa Rica_Viet Nam_Netherlands_Guyana_Cuba_Honduras_Canada_Lebanon",NA,"Abelmoschus manihot",1,"Abelmoschus manihot",0,"Malvaceae","accepted",1053,416,"naturalized"
"3",2,"Abelmoschus manihot (L.) Medik.","Abelmoschus manihot","India_United States of America_Chinese Taipei_Bhutan_Australia_Korea, Republic of_Belgium_China_Austria_Japan_Mexico_New Zealand_Namibia_Réunion_El Salvador_Thailand_Brazil_French Polynesia_Guinea_Norway_Timor-Leste_unknown or invalid_Lao People’s Democratic Republic_Tonga_Christmas Island_Cook Islands_Cameroon_Papua New Guinea_Samoa_Malaysia_Oman_Vanuatu_Indonesia_Peru_Bolivia (Plurinational State of)_Solomon Islands_Ecuador_NA_Nepal_Philippines_Sudan_Togo_Benin_Côte d’Ivoire_Panama_New Caledonia_Colombia_Portugal_Fiji_Nigeria_Niue_Sierra Leone_Palau_Myanmar_France_Spain_Germany_Burkina Faso_Ghana_Liberia_Malta_Korea (Democratic People’s Republic of)_Costa Rica_Viet Nam_Netherlands_Guyana_Cuba_Honduras_Canada_Lebanon",NA,"Abelmoschus manihot",1,"Abelmoschus manihot",0,"Malvaceae","accepted",501,501,"alien"
"4",2,"Abelmoschus manihot (L.) Medik.","Abelmoschus manihot","India_United States of America_Chinese Taipei_Bhutan_Australia_Korea, Republic of_Belgium_China_Austria_Japan_Mexico_New Zealand_Namibia_Réunion_El Salvador_Thailand_Brazil_French Polynesia_Guinea_Norway_Timor-Leste_unknown or invalid_Lao People’s Democratic Republic_Tonga_Christmas Island_Cook Islands_Cameroon_Papua New Guinea_Samoa_Malaysia_Oman_Vanuatu_Indonesia_Peru_Bolivia (Plurinational State of)_Solomon Islands_Ecuador_NA_Nepal_Philippines_Sudan_Togo_Benin_Côte d’Ivoire_Panama_New Caledonia_Colombia_Portugal_Fiji_Nigeria_Niue_Sierra Leone_Palau_Myanmar_France_Spain_Germany_Burkina Faso_Ghana_Liberia_Malta_Korea (Democratic People’s Republic of)_Costa Rica_Viet Nam_Netherlands_Guyana_Cuba_Honduras_Canada_Lebanon",NA,"Abelmoschus manihot",1,"Abelmoschus manihot",0,"Malvaceae","accepted",529,529,"naturalized"
"5",3,"Abelmoschus moschatus Medik.","Abelmoschus moschatus","Australia_India_Thailand_Chinese Taipei_Sri Lanka_Costa Rica_Singapore_Indonesia_United States of America_China_Hong Kong_Wallis and Futuna_Madagascar_Guam_El Salvador_Philippines_Brazil_Viet Nam_Colombia_Japan_Mexico_Solomon Islands_Nicaragua_Senegal_Tonga_Benin_Suriname_Gabon_Panama_Fiji_Réunion_Micronesia (Federated States of)_French Polynesia_Palau_Peru_NA_Chad_Bonaire, Sint Eustatius and Saba_unknown or invalid_Mayotte_Guatemala_Niue_Ecuador_Cambodia_Samoa_Kenya_Cook Islands_Lao People’s Democratic Republic_Myanmar_Guyana_Burkina Faso_Bolivia (Plurinational State of)_Vanuatu_Papua New Guinea_New Zealand_Belize_Equatorial Guinea_Canada_Malaysia_Maldives_Cameroon_Venezuela (Bolivarian Republic of)_Congo, Democratic Republic of the_Northern Mariana Islands_Guadeloupe_Togo_Honduras_Puerto Rico_New Caledonia_Russian Federation_Ghana_American Samoa_Dominican Republic_Nigeria_Côte d’Ivoire_Mauritania_Nepal_Seychelles_Angola_Liberia_Grenada_Haiti_French Guiana_Lebanon_Trinidad and Tobago_Jamaica_Cuba_Egypt_France_Germany_Netherlands_Bhutan_Martinique_Dominica_Saint Lucia_Montserrat_Sierra Leone","https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=157767&view=&without_taxon_id=47733&page=","Abelmoschus moschatus",1,"Abelmoschus moschatus",0,"Malvaceae","accepted",1749,59,"naturalized"
"6",3,"Abelmoschus moschatus Medik.","Abelmoschus moschatus","Australia_India_Thailand_Chinese Taipei_Sri Lanka_Costa Rica_Singapore_Indonesia_United States of America_China_Hong Kong_Wallis and Futuna_Madagascar_Guam_El Salvador_Philippines_Brazil_Viet Nam_Colombia_Japan_Mexico_Solomon Islands_Nicaragua_Senegal_Tonga_Benin_Suriname_Gabon_Panama_Fiji_Réunion_Micronesia (Federated States of)_French Polynesia_Palau_Peru_NA_Chad_Bonaire, Sint Eustatius and Saba_unknown or invalid_Mayotte_Guatemala_Niue_Ecuador_Cambodia_Samoa_Kenya_Cook Islands_Lao People’s Democratic Republic_Myanmar_Guyana_Burkina Faso_Bolivia (Plurinational State of)_Vanuatu_Papua New Guinea_New Zealand_Belize_Equatorial Guinea_Canada_Malaysia_Maldives_Cameroon_Venezuela (Bolivarian Republic of)_Congo, Democratic Republic of the_Northern Mariana Islands_Guadeloupe_Togo_Honduras_Puerto Rico_New Caledonia_Russian Federation_Ghana_American Samoa_Dominican Republic_Nigeria_Côte d’Ivoire_Mauritania_Nepal_Seychelles_Angola_Liberia_Grenada_Haiti_French Guiana_Lebanon_Trinidad and Tobago_Jamaica_Cuba_Egypt_France_Germany_Netherlands_Bhutan_Martinique_Dominica_Saint Lucia_Montserrat_Sierra Leone","https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=157767&view=&without_taxon_id=47733&page=","Abelmoschus moschatus",1,"Abelmoschus moschatus",0,"Malvaceae","accepted",266,266,"naturalized"
"7",3,"Abelmoschus moschatus Medik.","Abelmoschus moschatus","Australia_India_Thailand_Chinese Taipei_Sri Lanka_Costa Rica_Singapore_Indonesia_United States of America_China_Hong Kong_Wallis and Futuna_Madagascar_Guam_El Salvador_Philippines_Brazil_Viet Nam_Colombia_Japan_Mexico_Solomon Islands_Nicaragua_Senegal_Tonga_Benin_Suriname_Gabon_Panama_Fiji_Réunion_Micronesia (Federated States of)_French Polynesia_Palau_Peru_NA_Chad_Bonaire, Sint Eustatius and Saba_unknown or invalid_Mayotte_Guatemala_Niue_Ecuador_Cambodia_Samoa_Kenya_Cook Islands_Lao People’s Democratic Republic_Myanmar_Guyana_Burkina Faso_Bolivia (Plurinational State of)_Vanuatu_Papua New Guinea_New Zealand_Belize_Equatorial Guinea_Canada_Malaysia_Maldives_Cameroon_Venezuela (Bolivarian Republic of)_Congo, Democratic Republic of the_Northern Mariana Islands_Guadeloupe_Togo_Honduras_Puerto Rico_New Caledonia_Russian Federation_Ghana_American Samoa_Dominican Republic_Nigeria_Côte d’Ivoire_Mauritania_Nepal_Seychelles_Angola_Liberia_Grenada_Haiti_French Guiana_Lebanon_Trinidad and Tobago_Jamaica_Cuba_Egypt_France_Germany_Netherlands_Bhutan_Martinique_Dominica_Saint Lucia_Montserrat_Sierra Leone","https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=157767&view=&without_taxon_id=47733&page=","Abelmoschus moschatus",1,"Abelmoschus moschatus",0,"Malvaceae","accepted",270,270,"naturalized"
"8",3,"Abelmoschus moschatus Medik.","Abelmoschus moschatus","Australia_India_Thailand_Chinese Taipei_Sri Lanka_Costa Rica_Singapore_Indonesia_United States of America_China_Hong Kong_Wallis and Futuna_Madagascar_Guam_El Salvador_Philippines_Brazil_Viet Nam_Colombia_Japan_Mexico_Solomon Islands_Nicaragua_Senegal_Tonga_Benin_Suriname_Gabon_Panama_Fiji_Réunion_Micronesia (Federated States of)_French Polynesia_Palau_Peru_NA_Chad_Bonaire, Sint Eustatius and Saba_unknown or invalid_Mayotte_Guatemala_Niue_Ecuador_Cambodia_Samoa_Kenya_Cook Islands_Lao People’s Democratic Republic_Myanmar_Guyana_Burkina Faso_Bolivia (Plurinational State of)_Vanuatu_Papua New Guinea_New Zealand_Belize_Equatorial Guinea_Canada_Malaysia_Maldives_Cameroon_Venezuela (Bolivarian Republic of)_Congo, Democratic Republic of the_Northern Mariana Islands_Guadeloupe_Togo_Honduras_Puerto Rico_New Caledonia_Russian Federation_Ghana_American Samoa_Dominican Republic_Nigeria_Côte d’Ivoire_Mauritania_Nepal_Seychelles_Angola_Liberia_Grenada_Haiti_French Guiana_Lebanon_Trinidad and Tobago_Jamaica_Cuba_Egypt_France_Germany_Netherlands_Bhutan_Martinique_Dominica_Saint Lucia_Montserrat_Sierra Leone","https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=157767&view=&without_taxon_id=47733&page=","Abelmoschus moschatus",1,"Abelmoschus moschatus",0,"Malvaceae","accepted",271,271,"naturalized"
"9",3,"Abelmoschus moschatus Medik.","Abelmoschus moschatus","Australia_India_Thailand_Chinese Taipei_Sri Lanka_Costa Rica_Singapore_Indonesia_United States of America_China_Hong Kong_Wallis and Futuna_Madagascar_Guam_El Salvador_Philippines_Brazil_Viet Nam_Colombia_Japan_Mexico_Solomon Islands_Nicaragua_Senegal_Tonga_Benin_Suriname_Gabon_Panama_Fiji_Réunion_Micronesia (Federated States of)_French Polynesia_Palau_Peru_NA_Chad_Bonaire, Sint Eustatius and Saba_unknown or invalid_Mayotte_Guatemala_Niue_Ecuador_Cambodia_Samoa_Kenya_Cook Islands_Lao People’s Democratic Republic_Myanmar_Guyana_Burkina Faso_Bolivia (Plurinational State of)_Vanuatu_Papua New Guinea_New Zealand_Belize_Equatorial Guinea_Canada_Malaysia_Maldives_Cameroon_Venezuela (Bolivarian Republic of)_Congo, Democratic Republic of the_Northern Mariana Islands_Guadeloupe_Togo_Honduras_Puerto Rico_New Caledonia_Russian Federation_Ghana_American Samoa_Dominican Republic_Nigeria_Côte d’Ivoire_Mauritania_Nepal_Seychelles_Angola_Liberia_Grenada_Haiti_French Guiana_Lebanon_Trinidad and Tobago_Jamaica_Cuba_Egypt_France_Germany_Netherlands_Bhutan_Martinique_Dominica_Saint Lucia_Montserrat_Sierra Leone","https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=157767&view=&without_taxon_id=47733&page=","Abelmoschus moschatus",1,"Abelmoschus moschatus",0,"Malvaceae","accepted",272,272,"naturalized"
"10",3,"Abelmoschus moschatus Medik.","Abelmoschus moschatus","Australia_India_Thailand_Chinese Taipei_Sri Lanka_Costa Rica_Singapore_Indonesia_United States of America_China_Hong Kong_Wallis and Futuna_Madagascar_Guam_El Salvador_Philippines_Brazil_Viet Nam_Colombia_Japan_Mexico_Solomon Islands_Nicaragua_Senegal_Tonga_Benin_Suriname_Gabon_Panama_Fiji_Réunion_Micronesia (Federated States of)_French Polynesia_Palau_Peru_NA_Chad_Bonaire, Sint Eustatius and Saba_unknown or invalid_Mayotte_Guatemala_Niue_Ecuador_Cambodia_Samoa_Kenya_Cook Islands_Lao People’s Democratic Republic_Myanmar_Guyana_Burkina Faso_Bolivia (Plurinational State of)_Vanuatu_Papua New Guinea_New Zealand_Belize_Equatorial Guinea_Canada_Malaysia_Maldives_Cameroon_Venezuela (Bolivarian Republic of)_Congo, Democratic Republic of the_Northern Mariana Islands_Guadeloupe_Togo_Honduras_Puerto Rico_New Caledonia_Russian Federation_Ghana_American Samoa_Dominican Republic_Nigeria_Côte d’Ivoire_Mauritania_Nepal_Seychelles_Angola_Liberia_Grenada_Haiti_French Guiana_Lebanon_Trinidad and Tobago_Jamaica_Cuba_Egypt_France_Germany_Netherlands_Bhutan_Martinique_Dominica_Saint Lucia_Montserrat_Sierra Leone","https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=157767&view=&without_taxon_id=47733&page=","Abelmoschus moschatus",1,"Abelmoschus moschatus",0,"Malvaceae","accepted",277,277,"naturalized"
