species,cc,endemic,endemic_prob
Ceratophyllum demersum,AM_AR_AT_AU_AZ_BE_BF_BG_BJ_BR_BT_BW_BY_CA_CD_CH_CI_CM_CN_CO_CR_CU_CZ_DE_DK_DO_EC_EE_EG_ES_ET_FI_FR_GA_GB_GH_GR_GT_GW_HR_HT_HU_ID_IL_IN_IT_JP_KE_KP_KR_KZ_LK_LT_LV_MA_ME_MG_ML_MX_MZ_NE_NG_NI_NL_NO_NZ_PA_PG_PL_PR_PT_PY_RO_RS_RU_RW_SD_SE_SI_SK_SN_SV_TD_TG_TH_TL_TW_TZ_UA_UG_US_UY_VN_ZA_ZW,probable non-endemic--PG dist,probable non-endemic
Ceratopteris thalictroides,AU_BF_BJ_BN_BR_CD_CI_CN_CR_DO_EC_GA_GF_GT_GW_GY_HK_HN_HT_ID_IN_JP_KE_LK_MG_MX_MY_NE_NG_NI_PA_PG_PH_PR_PW_SB_SD_SG_SN_SV_SZ_TD_TG_TH_TW_US_VE_VN_YT_ZM,probable non-endemic--PG dist,probable non-endemic
Cerbera dumicola,AU,def_endemic,def_endemic
Cerbera floribunda,AU_ID_PG_SB_US,probable non-endemic--PG dist,probable non-endemic
Cerbera inflata,AU_PG,probable non-endemic--PG dist,probable non-endemic
Cerbera manghas,AU_CN_FJ_HK_ID_JP_KH_LK_MG_MY_NC_PF_PG_PH_PW_SB_SC_SG_TH_TL_TW_US_VN_VU_WF_WS,probable non-endemic--PG dist,probable non-endemic
Ceriops pseudodecandra,AU_ID_PG,probable non-endemic--PG dist,probable non-endemic
Ceriops tagal,AU_BN_CN_ID_IN_KE_MG_MY_MZ_NC_PG_PH_SB_SG_TF_TH_TL_TZ_VN_VU_YT_ZA,probable non-endemic--PG dist,probable non-endemic
Ceropegia cumingiana,AU_ID_PG_PH,probable non-endemic--PG dist,probable non-endemic
Ceropegia glabriflora,AU,def_endemic,def_endemic
Chaerophyllum argenteum,AU,def_endemic,def_endemic
Chaerophyllum australianum,AU,def_endemic,def_endemic
Chaerophyllum brevipes,AU,def_endemic,def_endemic
Chaerophyllum eriopodum,AU,def_endemic,def_endemic
Chaerophyllum gunnii,AU,def_endemic,def_endemic
Chaerophyllum pulvinificum,AU,def_endemic,def_endemic
Chaerophyllum sessiliflorum,AU,def_endemic,def_endemic
Chaetanthus aristatus,AU,def_endemic,def_endemic
Chaetanthus leptocarpoides,AU,def_endemic,def_endemic
Chaetanthus tenellus,AU,def_endemic,def_endemic
Chamaecrista absus,AU_BF_BI_BJ_BO_BR_BW_CD_CI_CM_CO_CW_EC_ET_GA_GH_GN_GT_GW_ID_IN_MG_ML_MR_MW_MX_MZ_NE_NG_PE_PG_PY_SD_SN_TD_TG_TZ_UG_YT_ZA_ZM,probable non-endemic--PG dist,probable non-endemic
Chamaecrista biddulphiana,AU,def_endemic,def_endemic
Chamaecrista concinna,AU,def_endemic,def_endemic
Chamaecrista deserti,AU,def_endemic,def_endemic
Chamaecrista exigua,AU,def_endemic,def_endemic
Chamaecrista grisea,AU,def_endemic,def_endemic
Chamaecrista longipes,AU,def_endemic,def_endemic
Chamaecrista maritima,AU,def_endemic,def_endemic
Chamaecrista mimosoides,AO_AU_BF_BI_BJ_BR_BW_CD_CF_CG_CI_CM_CN_ET_GA_GH_GN_GQ_GW_ID_IN_KE_LR_MG_ML_MR_MW_MX_MZ_NE_NG_PG_PH_RW_SD_SL_SN_SS_SZ_TD_TG_TH_TW_TZ_UG_VN_WF_ZA_ZM_ZW,probable non-endemic--PG dist,probable non-endemic
Chamaecrista moorei,AU,def_endemic,def_endemic
Chamaecrista nigricans,AU_BF_BJ_CD_CF_CI_CM_ET_GH_GN_GW_ML_MR_NE_NG_SN_TD,possible endemic--strange dist,likely_endemic
Chamaecrista nomame,AU_CN_JP_KP_KR_PG_TW_TZ,probable non-endemic--PG dist,probable non-endemic
Chamaecrista symonii,AU,def_endemic,def_endemic
Chamaeraphis hordeacea,AU,def_endemic,def_endemic
Chamaescilla corymbosa,AU,def_endemic,def_endemic
Chamaescilla gibsonii,AU,def_endemic,def_endemic
Chamaescilla maculata,AU,def_endemic,def_endemic
Chamaescilla spiralis,AU,def_endemic,def_endemic
Chamaexeros fimbriata,AU,def_endemic,def_endemic
Chamaexeros longicaulis,AU,def_endemic,def_endemic
Chamaexeros macranthera,AU,def_endemic,def_endemic
Chamaexeros serra,AU,def_endemic,def_endemic
Chamelaucium axillare,AU,def_endemic,def_endemic
Chamelaucium brevifolium,AU,def_endemic,def_endemic
Chamelaucium ciliatum,AU,def_endemic,def_endemic
Chamelaucium confertiflorum,AU,def_endemic,def_endemic
Chamelaucium drummondii,AU,def_endemic,def_endemic
Chamelaucium marchantii,AU,def_endemic,def_endemic
Chamelaucium megalopetalum,AU,def_endemic,def_endemic
Chamelaucium micranthum,AU,def_endemic,def_endemic
Chamelaucium pauciflorum,AU,def_endemic,def_endemic
Chamelaucium uncinatum,AU_US_ZA,possible endemic--strange dist,likely_endemic
Chamelaucium virgatum,AU,def_endemic,def_endemic
Cheilanthes adiantoides,AU,def_endemic,def_endemic
Cheilanthes austrotenuifolia,AU,def_endemic,def_endemic
Cheilanthes brownii,AU,def_endemic,def_endemic
Cheilanthes caudata,AU,def_endemic,def_endemic
Cheilanthes contigua,AU,def_endemic,def_endemic
Cheilanthes distans,AU_NC_NZ,probable non-endemic--NC dist,probable non-endemic
Cheilanthes fragillima,AU,def_endemic,def_endemic
Cheilanthes lasiophylla,AU,def_endemic,def_endemic
Cheilanthes nitida,AU,def_endemic,def_endemic
Cheilanthes nudiuscula,AU_CN_FJ_ID_MX_NC_PG_PH_TW,probable non-endemic--PG dist,probable non-endemic
Cheilanthes praetermissa,AU,def_endemic,def_endemic
Cheilanthes prenticei,AU,def_endemic,def_endemic
Cheilanthes pumilio,AU,def_endemic,def_endemic
Cheilanthes sieberi,AU_NC_NZ,probable non-endemic--NC dist,probable non-endemic
Cheilanthes tenuifolia,AU_CN_ID_IN_MY_NC_NP_PG_PH_PW_TH_TL_TW,probable non-endemic--PG dist,probable non-endemic
Cheiranthera alternifolia,AU,def_endemic,def_endemic
Cheiranthera borealis,AU,def_endemic,def_endemic
Cheiranthera filifolia,AU,def_endemic,def_endemic
Cheiranthera linearis,AU,def_endemic,def_endemic
Cheiranthera parviflora,AU,def_endemic,def_endemic
Cheiranthera preissiana,AU,def_endemic,def_endemic
Cheiranthera simplicifolia,AU,def_endemic,def_endemic
Cheiranthera telfordii,AU,def_endemic,def_endemic
Cheiranthera volubilis,AU,def_endemic,def_endemic
Cheirostylis notialis,AU,def_endemic,def_endemic
Cheirostylis ovata,AU,def_endemic,def_endemic
Chenopodiastrum erosum,AU,def_endemic,def_endemic
Chenopodium aciculare,AU,def_endemic,def_endemic
Chenopodium auricomiforme,AU,def_endemic,def_endemic
Chenopodium auricomum,AU,def_endemic,def_endemic
Chenopodium baccatum,AU,def_endemic,def_endemic
Chenopodium benthamii,AU,def_endemic,def_endemic
Chenopodium candolleanum,AU,def_endemic,def_endemic
Chenopodium curvispicatum,AU,def_endemic,def_endemic
Chenopodium desertorum,AU,def_endemic,def_endemic
Chenopodium drummondii,AU,def_endemic,def_endemic
Chenopodium eremaeum,AU,def_endemic,def_endemic
Chenopodium gaudichaudianum,AU,def_endemic,def_endemic
Chenopodium hubbardii,AU,def_endemic,def_endemic
Chenopodium nitrariaceum,AU_GB_NL,possible endemic--strange dist,likely_endemic
Chenopodium nutans,AU_ES,likely_endemic,likely_endemic
Chenopodium parabolicum,AU,def_endemic,def_endemic
Chenopodium polygonoides,AU,def_endemic,def_endemic
Chenopodium preissii,AU,def_endemic,def_endemic
Chenopodium robertianum,AU,def_endemic,def_endemic
Chenopodium spinescens,AU_ZA,likely_endemic,likely_endemic
Chenopodium trigonon,AU,def_endemic,def_endemic
Chenopodium ulicinum,AU,def_endemic,def_endemic
Chenopodium wilsonii,AU,def_endemic,def_endemic
Cheyniana microphylla,AU,def_endemic,def_endemic
Cheyniana rhodella,AU,def_endemic,def_endemic
Chiloglottis anaticeps,AU,def_endemic,def_endemic
Chiloglottis bifaria,AU,def_endemic,def_endemic
Chiloglottis chlorantha,AU,def_endemic,def_endemic
Chiloglottis cornuta,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Chiloglottis curviclavia,AU,def_endemic,def_endemic
Chiloglottis diphylla,AU,def_endemic,def_endemic
Chiloglottis formicifera,AU,def_endemic,def_endemic
Chiloglottis grammata,AU,def_endemic,def_endemic
Chiloglottis gunnii,AU,def_endemic,def_endemic
Chiloglottis jeanesii,AU,def_endemic,def_endemic
Chiloglottis longiclavata,AU,def_endemic,def_endemic
Chiloglottis palachila,AU,def_endemic,def_endemic
Chiloglottis platyptera,AU,def_endemic,def_endemic
Chiloglottis pluricallata,AU,def_endemic,def_endemic
Chiloglottis reflexa,AU,def_endemic,def_endemic
Chiloglottis seminuda,AU,def_endemic,def_endemic
Chiloglottis sphaerula,AU,def_endemic,def_endemic
Chiloglottis sphyrnoides,AU,def_endemic,def_endemic
Chiloglottis sylvestris,AU,def_endemic,def_endemic
Chiloglottis trapeziformis,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Chiloglottis triceratops,AU,def_endemic,def_endemic
Chiloglottis trilabra,AU,def_endemic,def_endemic
Chiloglottis trullata,AU,def_endemic,def_endemic
Chiloglottis truncata,AU,def_endemic,def_endemic
Chiloglottis turfosa,AU,def_endemic,def_endemic
Chiloglottis valida,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Chiloschista phyllorhiza,AU,def_endemic,def_endemic
Chingia australis,AU,def_endemic,def_endemic
Chionachne cyathopoda,AU,def_endemic,def_endemic
Chionachne hubbardiana,AU,def_endemic,def_endemic
Chionanthus axillaris,AU,def_endemic,def_endemic
Chionanthus quadristamineus,AU,def_endemic,def_endemic
Chionanthus ramiflorus,AU_BN_CN_ID_MY_PG_PH_TH_TW_VN,probable non-endemic--PG dist,probable non-endemic
Chionanthus sleumeri,AU,def_endemic,def_endemic
Chionochloa frigida,AU,def_endemic,def_endemic
Chionochloa howensis,,,NA
Chisocheton longistipitatus,AU_PG,probable non-endemic--PG dist,probable non-endemic
Chlaenosciadium gardneri,AU,def_endemic,def_endemic
Chloanthes coccinea,AU,def_endemic,def_endemic
Chloanthes glandulosa,AU,def_endemic,def_endemic
Chloanthes parviflora,AU,def_endemic,def_endemic
Chloanthes stoechadis,AU,def_endemic,def_endemic
Chloris divaricata,AU_BE_GB_JP_NC_NL_SE_TW_US,probable non-endemic--NC dist,probable non-endemic
Chloris lobata,AU,def_endemic,def_endemic
Chloris pectinata,AU_BE_TL,possible non-endemic--TL dist,probable non-endemic
Chloris pumilio,AU,def_endemic,def_endemic
Chloris truncata,AU_ES_GB_JP_NL_NZ_SE_US,possible non-endemic--NZ dist,probable non-endemic
Chloris ventricosa,AU_BE,likely_endemic,likely_endemic
Chlorophytum laxum,AU_BF_BJ_CD_CI_CM_CN_GH_GN_LK_LR_ML_OM_SN_TH_VN_YE,possible non-endemic--TH dist,probable non-endemic
Chondropyxis halophila,AU,def_endemic,def_endemic
Chordifex abortivus,AU,def_endemic,def_endemic
Chordifex amblycoleus,AU,def_endemic,def_endemic
Chordifex capillaceus,AU,def_endemic,def_endemic
Chordifex chaunocoleus,AU,def_endemic,def_endemic
Chordifex crispatus,AU,def_endemic,def_endemic
Chordifex dimorphus,AU,def_endemic,def_endemic
Chordifex fastigiatus,AU,def_endemic,def_endemic
Chordifex gracilior,AU,def_endemic,def_endemic
Chordifex hookeri,AU,def_endemic,def_endemic
Chordifex isomorphus,AU,def_endemic,def_endemic
Chordifex jacksonii,AU,def_endemic,def_endemic
Chordifex laxus,AU,def_endemic,def_endemic
Chordifex leucoblepharus,AU,def_endemic,def_endemic
Chordifex microcodon,AU,def_endemic,def_endemic
Chordifex monocephalus,AU,def_endemic,def_endemic
Chordifex ornatus,AU,def_endemic,def_endemic
Chordifex reseminans,AU,def_endemic,def_endemic
Chordifex sinuosus,AU,def_endemic,def_endemic
Chordifex sphacelatus,AU,def_endemic,def_endemic
Chordifex stenandrus,AU,def_endemic,def_endemic
Choretrum candollei,AU,def_endemic,def_endemic
Choretrum glomeratum,AU,def_endemic,def_endemic
Choretrum lateriflorum,AU,def_endemic,def_endemic
Choretrum pauciflorum,AU,def_endemic,def_endemic
Choretrum pritzelii,AU,def_endemic,def_endemic
Choretrum spicatum,AU,def_endemic,def_endemic
Choriceras majus,AU,def_endemic,def_endemic
Choriceras tricorne,AU_PG,probable non-endemic--PG dist,probable non-endemic
Chorilaena quercifolia,AU,def_endemic,def_endemic
Chorizandra australis,AU,def_endemic,def_endemic
Chorizandra cymbaria,AU_NC,probable non-endemic--NC dist,probable non-endemic
Chorizandra enodis,AU,def_endemic,def_endemic
Chorizandra multiarticulata,AU,def_endemic,def_endemic
Chorizandra sphaerocephala,AU,def_endemic,def_endemic
Chorizema aciculare,AU,def_endemic,def_endemic
Chorizema carinatum,AU,def_endemic,def_endemic
Chorizema circinale,AU,def_endemic,def_endemic
Chorizema cordatum,AU,def_endemic,def_endemic
Chorizema cytisoides,AU,def_endemic,def_endemic
Chorizema dicksonii,AU,def_endemic,def_endemic
Chorizema diversifolium,AU,def_endemic,def_endemic
Chorizema genistoides,AU,def_endemic,def_endemic
Chorizema glycinifolium,AU,def_endemic,def_endemic
Chorizema humile,AU,def_endemic,def_endemic
Chorizema ilicifolium,AU,def_endemic,def_endemic
Chorizema nanum,AU,def_endemic,def_endemic
Chorizema nervosum,AU,def_endemic,def_endemic
Chorizema obtusifolium,AU,def_endemic,def_endemic
Chorizema parviflorum,AU,def_endemic,def_endemic
Chorizema racemosum,AU,def_endemic,def_endemic
Chorizema reticulatum,AU,def_endemic,def_endemic
Chorizema retrorsum,AU,def_endemic,def_endemic
Chorizema rhombeum,AU,def_endemic,def_endemic
Chorizema rhynchotropis,AU,def_endemic,def_endemic
Chorizema spathulatum,AU,def_endemic,def_endemic
Chorizema trigonum,AU,def_endemic,def_endemic
Chorizema ulotropis,AU,def_endemic,def_endemic
Chorizema uncinatum,AU,def_endemic,def_endemic
Chorizema varium,AU,def_endemic,def_endemic
Christella arida,AU_BD_CN_ID_MY_PG_PH_TH_TW_VN,probable non-endemic--PG dist,probable non-endemic
Christella dentata,AO_AR_AU_BF_BI_BJ_BO_BR_BZ_CD_CF_CG_CI_CL_CM_CN_CO_CR_CU_CV_DM_DO_EC_ES_ET_FR_GA_GH_GN_GP_GQ_GT_HN_HT_ID_IN_JM_JP_KE_LK_LR_MG_ML_MU_MX_MY_MZ_NC_NG_NI_NL_NZ_PA_PE_PF_PG_PH_PR_PT_PY_RE_RW_SB_SG_SN_ST_SV_SZ_TD_TG_TH_TT_TW_TZ_UG_US_VE_VU_YE_YT_ZA_ZM_ZW,probable non-endemic--PG dist,probable non-endemic
Christella parasitica,AR_AU_CD_CI_CN_HK_ID_IN_JP_KH_KR_MG_MY_NC_PF_PG_PH_TH_TL_TW_TZ_UG_US_VN,probable non-endemic--PG dist,probable non-endemic
Christella quadrangularis,AU_BO_BR_BZ_CM_CR_GF_GT_GY_ID_KE_KM_MG_MU_MX_MY_PG_PH_PR_PY_SR_SV_TH_TZ_US_VE_YT_ZW,probable non-endemic--PG dist,probable non-endemic
Christella subpubescens,AU_CN_ID_MY_PG_PH_TH_TL_TW_VN,probable non-endemic--PG dist,probable non-endemic
Christia australasica,AU,def_endemic,def_endemic
Chrysitrix distigmatosa,AU,def_endemic,def_endemic
Chrysocephalum apiculatum,AU,def_endemic,def_endemic
Chrysocephalum baxteri,AU,def_endemic,def_endemic
Chrysocephalum eremaeum,AU,def_endemic,def_endemic
Chrysocephalum gilesii,AU,def_endemic,def_endemic
Chrysocephalum pterochaetum,AU,def_endemic,def_endemic
Chrysocephalum puteale,AU,def_endemic,def_endemic
Chrysocephalum semipapposum,AU,def_endemic,def_endemic
Chrysocephalum sericeum,AU,def_endemic,def_endemic
Chrysocephalum vitellinum,AU,def_endemic,def_endemic
Chrysopogon elongatus,AU,def_endemic,def_endemic
Chrysopogon fallax,AU_PK,possible non-endemic--PK dist,probable non-endemic
Chrysopogon filipes,AU_PG,probable non-endemic--PG dist,probable non-endemic
Chrysopogon latifolius,AU,def_endemic,def_endemic
Chrysopogon oliganthus,AU,def_endemic,def_endemic
Chrysopogon pallidus,AU,def_endemic,def_endemic
Chrysopogon rigidus,AU,def_endemic,def_endemic
Chrysopogon setifolius,AU,def_endemic,def_endemic
Chrysopogon sylvaticus,AU,def_endemic,def_endemic
Chthonocephalus muellerianus,AU,def_endemic,def_endemic
Chthonocephalus oldfieldianus,AU,def_endemic,def_endemic
Chthonocephalus pseudevax,AU,def_endemic,def_endemic
Chthonocephalus spathulatus,AU,def_endemic,def_endemic
Chthonocephalus tomentellus,AU,def_endemic,def_endemic
Chthonocephalus viscosus,AU,def_endemic,def_endemic
Cienfuegosia australis,AU,def_endemic,def_endemic
Cinnamomum baileyanum,AU,def_endemic,def_endemic
Cinnamomum iners,BN_CN_ID_KH_LA_LK_MY_PH_SG_TH_US_VN,probable non-endemic--ID dist,probable non-endemic
Cinnamomum laubatii,AU,def_endemic,def_endemic
Cinnamomum oliveri,AU,def_endemic,def_endemic
Cinnamomum propinquum,AU,def_endemic,def_endemic
Cinnamomum virens,AU,def_endemic,def_endemic
Cissampelos pareira,AR_AU_BO_BR_BZ_CM_CN_CO_CR_CU_DO_EC_ET_GT_GY_HN_HT_ID_IN_JM_KE_LK_MG_MX_MY_MZ_NI_NP_PA_PE_PG_PH_PR_PY_RE_SR_SV_TH_TW_TZ_US_UY_VE_VI_VN_YT,probable non-endemic--PG dist,probable non-endemic
Cissus adnata,AU_CN_ID_LA_MM_MY_PH_TH_TW_VN,probable non-endemic--ID dist,probable non-endemic
Cissus antarctica,AU_US,likely_endemic,likely_endemic
Cissus aristata,AU_CN_ID_MY_PG_PH_SB_TH,probable non-endemic--PG dist,probable non-endemic
Cissus biformifolia,,,NA
Cissus hastata,AU_BN_CN_ID_MY_PG_SG_TH_VN,probable non-endemic--PG dist,probable non-endemic
Cissus oblonga,AU,def_endemic,def_endemic
Cissus pentaclada,AU,def_endemic,def_endemic
Cissus reniformis,AU,def_endemic,def_endemic
Cissus repens,AU_CN_ID_LA_MY_NC_PG_PH_SG_TH_TW,probable non-endemic--PG dist,probable non-endemic
Cissus vinosa,AU,def_endemic,def_endemic
Citronella moorei,AU,def_endemic,def_endemic
Citronella smythii,AU,def_endemic,def_endemic
Citrus gracilis,AU,def_endemic,def_endemic
Cladium mariscus,AE_AR_AT_AU_BE_BI_BO_BR_BS_BY_BZ_CD_CH_CK_CN_CR_CU_CZ_DE_DK_DM_DO_EE_ES_FR_GB_GE_GR_GT_HN_HR_HT_IE_IL_IT_JP_KR_KY_LT_LV_MA_MG_MX_NC_NI_NL_PA_PF_PG_PL_PR_PT_RU_SE_SK_SN_TL_TW_TZ_UA_UG_US_ZA,probable non-endemic--PG dist,probable non-endemic
Cladopus queenslandicus,AU_PG,probable non-endemic--PG dist,probable non-endemic
Claoxylon angustifolium,AU,def_endemic,def_endemic
Claoxylon australe,AU,def_endemic,def_endemic
Claoxylon hillii,AU_PG,probable non-endemic--PG dist,probable non-endemic
Claoxylon indicum,CN_CX_HK_ID_IN_MY_PG_SB_SG_TH_VN,probable non-endemic--PG dist,probable non-endemic
Claoxylon tenerifolium,AU_ID_PG,probable non-endemic--PG dist,probable non-endemic
Clausena brevistyla,AU_ID_MY_PG_PH,probable non-endemic--PG dist,probable non-endemic
Clausena excavata,BR_CN_ID_KH_LA_MG_MY_PH_SG_TH_TW_VN,probable non-endemic--ID dist,probable non-endemic
Clausospicula extensa,AU,def_endemic,def_endemic
Cleidion javanicum,AU_BD_CN_ID_IN_MY_PG_PH_SB_TH_VN_VU,probable non-endemic--PG dist,probable non-endemic
Cleistanthus apodus,AU_ID,probable non-endemic--ID dist,probable non-endemic
Cleistanthus cunninghamii,AU,def_endemic,def_endemic
Cleistanthus dallachyanus,AU,def_endemic,def_endemic
Cleistanthus discolor,AU_ID,probable non-endemic--ID dist,probable non-endemic
Cleistanthus hylandii,AU,def_endemic,def_endemic
Cleistanthus oblongifolius,AU_ID_MY_PG_PH_SB_TH,probable non-endemic--PG dist,probable non-endemic
Cleistanthus peninsularis,AU,def_endemic,def_endemic
Cleistanthus semiopacus,AU,def_endemic,def_endemic
Cleistanthus xerophilus,AU,def_endemic,def_endemic
Cleistochloa rigida,AU,def_endemic,def_endemic
Cleistochloa sclerachne,AU_PG,probable non-endemic--PG dist,probable non-endemic
Cleistochloa subjuncea,AU,def_endemic,def_endemic
Clematicissus angustissima,AU,def_endemic,def_endemic
Clematicissus opaca,AU,def_endemic,def_endemic
Clematis aristata,AU,def_endemic,def_endemic
Clematis clitorioides,AU,def_endemic,def_endemic
Clematis decipiens,AU,def_endemic,def_endemic
Clematis delicata,AU,def_endemic,def_endemic
Clematis dubia,,,NA
Clematis fawcettii,AU,def_endemic,def_endemic
Clematis gentianoides,AU,def_endemic,def_endemic
Clematis glycinoides,AU_NC,probable non-endemic--NC dist,probable non-endemic
Clematis leptophylla,AU,def_endemic,def_endemic
Clematis linearifolia,AU,def_endemic,def_endemic
Clematis microphylla,AU,def_endemic,def_endemic
Clematis pickeringii,AU_ID_NC_PG,probable non-endemic--PG dist,probable non-endemic
Clematis pubescens,AU,def_endemic,def_endemic
Clematis rhodocarpa,MX,possible endemic--strange dist,likely_endemic
Clerodendrum costatum,AU_PG,probable non-endemic--PG dist,probable non-endemic
Clerodendrum floribundum,AU_PG_TL,probable non-endemic--PG dist,probable non-endemic
Clerodendrum grayi,AU,def_endemic,def_endemic
Clerodendrum indicum,CN_GY_ID_IN_PF_TH_US,probable non-endemic--ID dist,probable non-endemic
Clerodendrum inerme,FM_PH_WS,possible non-endemic--PH dist,probable non-endemic
Clerodendrum longiflorum,AU_ID_PG,probable non-endemic--PG dist,probable non-endemic
Clerodendrum parvulum,AU,def_endemic,def_endemic
Clerodendrum tatei,AU,def_endemic,def_endemic
Clerodendrum tomentosum,AU_PG,probable non-endemic--PG dist,probable non-endemic
Clerodendrum tracyanum,AU_ID_MY_PG,probable non-endemic--PG dist,probable non-endemic
Clitoria australis,AU,def_endemic,def_endemic
Cnesmocarpon dasyantha,AU_PG,probable non-endemic--PG dist,probable non-endemic
Coatesia paniculata,AU,def_endemic,def_endemic
Coccinia grandis,AU_BB_BD_BJ_BR_CD_CM_CN_DJ_ER_ET_FJ_GF_GH_GY_HK_HT_ID_IN_KE_KH_LA_LK_ML_MP_MY_NE_NG_PH_RE_SA_SG_SN_SS_TD_TH_TL_TO_TT_TW_TZ_UG_US_VN_WS_YE_ZA,probable non-endemic--ID dist,probable non-endemic
Cochlospermum arafuricum,AU,def_endemic,def_endemic
Cochlospermum fraseri,AU,def_endemic,def_endemic
Cochlospermum gillivraei,AU_PG,probable non-endemic--PG dist,probable non-endemic
Cochlospermum macnamarae,AU,def_endemic,def_endemic
Cocos nucifera,AE_AG_AS_AU_AW_BB_BJ_BM_BO_BQ_BR_BS_BZ_CC_CK_CL_CM_CN_CO_CR_CU_CV_CW_DM_DO_EC_ES_FJ_FM_GA_GF_GH_GM_GP_GT_GU_GY_HK_HN_HT_ID_IN_JM_JP_KE_KH_KM_KN_KY_LA_LC_LK_MF_MG_MH_MM_MP_MQ_MU_MV_MX_MY_MZ_NC_NG_NI_NO_NU_NZ_PA_PE_PF_PG_PH_PR_RE_SB_SC_SG_SN_ST_SV_TC_TG_TH_TK_TL_TO_TT_TW_TZ_US_VC_VE_VG_VI_VN_VU_WS_YT_ZA,probable non-endemic--PG dist,probable non-endemic
Codiaeum membranaceum,AU,def_endemic,def_endemic
Codiaeum variegatum,AU_BB_BD_BJ_BO_BR_BS_BZ_CD_CI_CM_CN_CO_CR_CU_DO_EC_EG_ES_FJ_FM_GH_GN_GQ_GT_HK_HN_HT_ID_IN_JM_JP_LC_MG_MM_MQ_MX_MY_MZ_NC_NG_NI_NL_PA_PE_PF_PG_PH_PR_RE_SB_SV_TH_TL_TO_TT_TZ_US_VE_VI_VN_VU_YT_ZA,probable non-endemic--PG dist,probable non-endemic
Codonocarpus attenuatus,AU,def_endemic,def_endemic
Codonocarpus cotinifolius,AU,def_endemic,def_endemic
Codonocarpus pyramidalis,AU,def_endemic,def_endemic
Coelachne pulchella,AU,def_endemic,def_endemic
Coelospermum dasylobum,AU,def_endemic,def_endemic
Coelospermum decipiens,AU,def_endemic,def_endemic
Coelospermum paniculatum,AU,def_endemic,def_endemic
Coelospermum purpureum,AU,def_endemic,def_endemic
Coelospermum reticulatum,AU,def_endemic,def_endemic
Coffea brassii,AU_PG,probable non-endemic--PG dist,probable non-endemic
